product_id,product_name,category,brand,price,features,highlights,stock_status
247,Apple Laptop 671,Laptop,Apple,35740,"i7 13th Gen, 16GB RAM, 1TB SSD, RTX 3050",Popular model,In stock
248,Redmi Mobile 202,Mobile,Redmi,76767,"6GB RAM, 64GB storage, 5000mAh battery",New arrival,In stock
249,Sony Speaker 100,Speaker,Sony,14526,"20W stereo output, splash resistant",Value for money,In stock
250,JBL Headphone 188,Headphone,JBL,3464,"Deep bass, Mic support, Fast charging",New arrival,In stock
251,Lenovo Laptop 163,Laptop,Lenovo,41932,"i5 12th Gen, 8GB RAM, 512GB SSD",Customer favorite,In stock
252,Lenovo Tablet 527,Tablet,Lenovo,70896,"Helio G99, 10.5-inch LCD, long battery life",New arrival,In stock
253,JBL Headphone 455,Headphone,JBL,6066,"Lightweight, Sweat resistant",Popular model,In stock
254,Asus Laptop 513,Laptop,Asus,134547,"i3 11th Gen, 8GB RAM, 256GB SSD",Customer favorite,In stock
255,Vivo Mobile 592,Mobile,Vivo,71988,"6GB RAM, 64GB storage, 5000mAh battery",Value for money,In stock
256,MSI Laptop 113,Laptop,MSI,103994,"i7 13th Gen, 16GB RAM, 1TB SSD, RTX 3050",High performance,In stock
257,HP Laptop 496,Laptop,HP,42725,"Ryzen 5, 8GB RAM, 512GB SSD",Limited stock,Out of stock
258,Zebronics Headphone 343,Headphone,Zebronics,4149,"Noise cancellation, Foldable design",Customer favorite,Out of stock
259,Samsung Tablet 270,Tablet,Samsung,57826,"S-Pen support, Dolby Atmos speakers",Popular model,In stock
260,Realme Headphone 907,Headphone,Realme,5828,"Lightweight, Sweat resistant",New arrival,In stock
261,Realme Tablet 805,Tablet,Realme,88709,"Helio G99, 10.5-inch LCD, long battery life",Value for money,In stock
262,Dell Laptop 972,Laptop,Dell,39727,"i3 11th Gen, 8GB RAM, 256GB SSD",Best seller,In stock
263,Redmi Mobile 435,Mobile,Redmi,44525,"12GB RAM, 256GB storage, 200MP camera",Customer favorite,In stock
264,Apple Mobile 447,Mobile,Apple,31184,"12GB RAM, 256GB storage, 200MP camera",High performance,In stock
265,Samsung Mobile 845,Mobile,Samsung,41097,"8GB RAM, 128GB storage, 50MP camera",Popular model,Out of stock
266,Xiaomi Tablet 851,Tablet,Xiaomi,76577,"8GB RAM, 128GB storage, 13MP rear camera",Limited stock,In stock
267,Xiaomi Tablet 647,Tablet,Xiaomi,37647,"Apple M2 chip, 12.9-inch Retina display",High performance,In stock
268,Realme Tablet 455,Tablet,Realme,85371,"S-Pen support, Dolby Atmos speakers",High performance,In stock
269,Zebronics Speaker 285,Speaker,Zebronics,14032,"20W stereo output, splash resistant",Customer favorite,In stock
270,JBL Speaker 312,Speaker,JBL,8304,"Smart assistant enabled, 360° sound",Popular model,In stock
271,Boat Speaker 684,Speaker,Boat,3453,"Bluetooth 5.0, 10W output, waterproof",Value for money,In stock
272,Asus Laptop 695,Laptop,Asus,120582,"i5 12th Gen, 8GB RAM, 512GB SSD",Popular model,In stock
273,Acer Laptop 597,Laptop,Acer,151887,"i9, 32GB RAM, RTX 4060, 1TB SSD",Customer favorite,Out of stock
274,JBL Headphone 383,Headphone,JBL,9556,"Deep bass, Mic support, Fast charging",Limited stock,In stock
275,HP Laptop 449,Laptop,HP,78302,"i3 11th Gen, 8GB RAM, 256GB SSD",High performance,In stock
276,Zebronics Speaker 771,Speaker,Zebronics,3525,"Smart assistant enabled, 360° sound",High performance,In stock
277,Samsung Tablet 226,Tablet,Samsung,19105,"Apple M2 chip, 12.9-inch Retina display",Customer favorite,In stock
278,Boat Speaker 362,Speaker,Boat,14829,"Smart assistant enabled, 360° sound",High performance,In stock
279,Realme Headphone 744,Headphone,Realme,6789,"Lightweight, Sweat resistant",Best seller,In stock
280,Vivo Mobile 104,Mobile,Vivo,21451,"8GB RAM, 128GB storage, 50MP camera",High performance,In stock
281,Sony Headphone 401,Headphone,Sony,7645,"Deep bass, Mic support, Fast charging",Popular model,In stock
282,Dell Laptop 734,Laptop,Dell,58284,"Touchscreen, Backlit keyboard, Fingerprint sensor",Value for money,In stock
283,Sony Speaker 194,Speaker,Sony,2613,"Smart assistant enabled, 360° sound",Value for money,Out of stock
284,Apple Laptop 625,Laptop,Apple,80517,"i7 13th Gen, 16GB RAM, 1TB SSD, RTX 3050",Value for money,In stock
285,Zebronics Headphone 125,Headphone,Zebronics,4722,"Dual pairing, Voice assistant compatible",Value for money,In stock
286,Sony Headphone 192,Headphone,Sony,6564,"Dual pairing, Voice assistant compatible",Limited stock,In stock
287,Zebronics Speaker 632,Speaker,Zebronics,10615,"Smart assistant enabled, 360° sound",Value for money,In stock
288,Sony Speaker 335,Speaker,Sony,13260,"Bluetooth 5.0, 10W output, waterproof",Customer favorite,In stock
289,Samsung Tablet 253,Tablet,Samsung,73172,"Snapdragon 8 Gen 2, 11-inch AMOLED display",Popular model,Out of stock
290,Oppo Mobile 465,Mobile,Oppo,38222,"90Hz display, AI camera, long battery life",Limited stock,Out of stock
291,Boat Speaker 852,Speaker,Boat,7761,"Portable, 12-hour playtime, bass boost",Popular model,In stock
292,Boat Headphone 410,Headphone,Boat,2955,"Noise cancellation, Foldable design",New arrival,In stock
293,MSI Laptop 839,Laptop,MSI,81803,"i5 12th Gen, 8GB RAM, 512GB SSD",New arrival,In stock
294,Redmi Mobile 270,Mobile,Redmi,61866,"12GB RAM, 256GB storage, 200MP camera",Popular model,In stock
295,Sony Speaker 100,Speaker,Sony,6757,"Bluetooth 5.0, 10W output, waterproof",High performance,In stock
296,Sony Headphone 760,Headphone,Sony,3387,"Deep bass, Mic support, Fast charging",Best seller,In stock
297,Sony Speaker 773,Speaker,Sony,2816,"Smart assistant enabled, 360° sound",Value for money,Out of stock
298,Apple Tablet 505,Tablet,Apple,43692,"Apple M2 chip, 12.9-inch Retina display",New arrival,In stock
299,Xiaomi Tablet 554,Tablet,Xiaomi,66678,"Apple M2 chip, 12.9-inch Retina display",High performance,In stock
300,Oppo Mobile 618,Mobile,Oppo,12723,"12GB RAM, 256GB storage, 200MP camera",High performance,In stock
